order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,store_location,order_status
O01071,20-03-2025,C0900,P201,iPhone 15,Fashon,1,abc,0.05,,UPI,Lucknow,Cancelled
O01072,23/02/2025,C0168,P203,Sony Headphones,Electronics,2,abc,,,UPI,Chennai,Completed
O01073,08/02/2025,C0809,P203,Sony Headphones,electronics,2,57528,,,Credit Card,Delhi,completed
O01074,2025-03-23,C0147,P210,Air Conditioner,Fashion,1,76320,,,Credit Card,Hyderabad,Cancelled
O01075,2025-02-03,C0150,P208,Refrigerator,Home & Living,-1,abc,0.1,,Debit Card,Mumbai,Returned
O01076,2025/02/16,C0635,P208,Refrigerator,Electronic,2,abc,5%,,UPI,Chennai,Returned
O01077,27-03-2025,C0602,P201,iPhone 15,Electronic,3,42872,,,,Lucknow,completed
O01078,2025-02-01,C0343,P208,Refrigerator,electronics,2,33521,0.05,,Debit Card,Chennai,Completed
O01079,23-01-2025,C0186,P204,Nike Shoes,electronics,-1,41661,ten,,Credit Card, ,Cancelled
O01080,2025-02-14,C0196,P208,Refrigerator,Electronics,2,8204,0.05,,Debit Card,Chennai,completed
O01081,2025/02/15,C0335,P202,Samsung TV,Home and Living,1,64894,0.1,,,Hyderabad,Completed
O01082,2025-02-09,C0280,P203,Sony Headphones,electronics,2,abc,5%,,UPI,Mumbai,completed
O01083,12-01-2025,C0329,P204,Nike Shoes,electronics,1,64742,10%,,Credit Card,Pune,completed
O01084,12/02/2025,C0747,P205,Levi Jeans,Fashion,3,abc,0,,Credit Card,Jaipur,Returned
O01085,22-02-2025,,P204,Nike Shoes,Electronics,2,68493,0.1,,Cash,Bangalore,Completed
O01086,2025-01-17,C0688,,Office Chair,Fashion,3,57698,0.1,,Credit Card,Pune,Completed
O01087,15/02/2025,C0297,P203,Sony Headphones,Electronics,1,abc,10%,,UPI,Chennai,completed
O01088,2025-03-17,C0710,P207,Microwave Oven,electronics,1,67215,,,Cash,Mumbai,Completed
O01089,18-03-2025,C0751,P204,Nike Shoes,Fashion,2,64647,10%,,Credit Card,Jaipur,completed
O01090,2025/03/10,C0569,P209,Office Chair,electronics,1,abc,,,Cash, ,Completed
O01091,13-03-2025,C0359,P201,iPhone 15,Electronics,-1,abc,ten,,Credit Card,Lucknow,completed
O01092,2025/03/27,C0732,P208,Refrigerator,Fashion,2,1232,,,Debit Card,Pune,Returned
O01093,04-01-2025,C0290,P201,iPhone 15,Fashion,-1,68602,,,, ,Cancelled
O01094,2025-03-01,C0106,P205,Levi Jeans,Fashon,3,38231,5%,,Credit Card,Jaipur,Returned
O01095,2025/03/13,C0540,P209,Office Chair,Electronics,-1,abc,0,,Cash,Hyderabad,Cancelled
O01096,08-02-2025,C0442,P201,iPhone 15,Electronics,3,abc,0.05,,Cash,Chennai,completed
O01097,12-02-2025,C0017,P201,iPhone 15,Fashion,2,abc,5%,,Cash,Chennai,Completed
O01098,13/03/2025,C0694,P204,Nike Shoes,Home and Living,1,abc,,,Cash,Mumbai,Cancelled
O01099,14-01-2025,C0290,P209,Office Chair,electronics,-1,21145,ten,,UPI,Pune,Cancelled
O01100,05-01-2025,C0025,P201,iPhone 15,Home & Living,3,39769,10%,,Cash,Chennai,Returned
O01101,02-01-2025,C0139,P205,Levi Jeans,Electronic,-1,abc,0.05,,,Chennai,Completed
O01102,2025/01/21,C0029,P201,iPhone 15,Electronics,1,39148,0.1,,Cash,Hyderabad,Completed
O01103,19-02-2025,C0449,P210,Air Conditioner,Electronic,-1,abc,5%,,UPI,Mumbai,Returned
O01104,11/02/2025,C0161,P203,Sony Headphones,Electronic,3,abc,ten,,Credit Card,Bangalore,completed
O01105,01/03/2025,C0919,P205,Levi Jeans,Electronics,1,abc,,,Debit Card,Pune,Completed
O01106,22-03-2025,C0676,P206,HP Laptop,Electronics,1,35392,10%,,UPI,Mumbai,Returned
O01107,24-01-2025,C0413,P207,Microwave Oven,Fashon,1,72075,ten,,UPI,Hyderabad,Returned
O01108,25/01/2025,C0651,P210,Air Conditioner,Fashion,1,abc,ten,,,Pune,Cancelled
O01109,03-02-2025,C0311,P205,Levi Jeans,Fashion,2,2941,0.05,,Debit Card,Mumbai,completed
O01110,2025-02-16,C0890,P208,Refrigerator,Home and Living,2,61558,0.1,,Credit Card,Kolkata,Completed
O01111,16-01-2025,C0713,P203,Sony Headphones,Fashion,-1,50892,0.1,,Credit Card,Delhi,Cancelled
O01112,10/02/2025,C0466,P202,Samsung TV,Electronic,1,14360,,,UPI,Lucknow,Returned
O01113,2025/01/29,C0574,P209,Office Chair,Home and Living,2,38940,0,,Credit Card,Kolkata,Completed
O01114,11-01-2025,C0114,P209,Office Chair,Fashion,1,41901,0.1,,,Delhi,Cancelled
O01115,2025/01/01,C0320,P208,Refrigerator,Fashion,1,abc,5%,,Cash,Mumbai,Cancelled
O01116,03-01-2025,C0677,P209,Office Chair,electronics,-1,70018,0,,Cash,Hyderabad,Cancelled
O01117,2025/03/02,C0486,P203,Sony Headphones,electronics,2,abc,,,Credit Card,Chennai,completed
O01118,19-03-2025,C0879,P208,Refrigerator,Electronic,3,abc,0,,Cash, ,Cancelled
O01119,2025-02-19,C0092,P203,Sony Headphones,Home and Living,-1,40381,0,,Cash,Pune,completed
O01120,2025-01-31,C0963,P202,Samsung TV,Electronics,1,abc,5%,,, ,Returned
O01121,11-02-2025,C0660,P206,HP Laptop,electronics,3,54346,0.05,,Credit Card,Delhi,Cancelled
O01122,2025/02/18,C0452,P205,Levi Jeans,Fashion,-1,abc,10%,,Credit Card,Chennai,Returned
O01123,2025-03-01,C0828,P202,Samsung TV,Home and Living,1,abc,ten,,Debit Card,Lucknow,Cancelled
O01124,2025-03-09,C0588,P205,Levi Jeans,Fashion,2,27475,5%,,Credit Card, ,Returned
O01125,2025/01/12,C0853,P201,iPhone 15,Home and Living,1,37442,0.05,,UPI,Pune,Returned
O01126,2025/03/26,C0459,P205,Levi Jeans,Home & Living,2,31456,,,UPI,Pune,completed
O01127,28-01-2025,C0235,P210,Air Conditioner,Home and Living,1,63920,ten,,Credit Card,Hyderabad,completed
O01128,15/01/2025,C0394,P207,Microwave Oven,Electronics,3,abc,,,Cash,Chennai,Cancelled
O01129,20-01-2025,C0782,P207,Microwave Oven,Home and Living,2,abc,,,UPI,Kolkata,Returned
O01130,19/02/2025,C0879,P206,HP Laptop,Electronics,2,abc,,,Debit Card,Hyderabad,completed
O01131,2025-02-25,C0811,P202,Samsung TV,Electronics,-1,abc,0,,Cash,Chennai,Cancelled
O01132,2025/01/18,C0474,P210,Air Conditioner,Fashon,2,16524,5%,,, ,completed
O01133,27/01/2025,,P206,HP Laptop,Home & Living,3,abc,5%,,UPI,Pune,Returned
O01134,2025-03-31,C0006,P204,Nike Shoes,Fashion,2,33838,5%,,,Bangalore,Cancelled
O01135,23/01/2025,C0330,,Sony Headphones,Home & Living,1,44157,10%,,Credit Card,Mumbai,Completed
O01136,16/03/2025,C0086,P206,HP Laptop,electronics,-1,abc,0,,,Kolkata,Completed
O01137,13-03-2025,C0143,P202,Samsung TV,Home and Living,2,1158,,,UPI,Jaipur,Completed
O01138,28-03-2025,C0783,P209,Office Chair,electronics,-1,63661,0.05,,,Mumbai,Returned
O01139,2025-02-23,C0693,P208,Refrigerator,Electronics,2,abc,0.1,,,Kolkata,completed
O01140,11/01/2025,C0900,P203,Sony Headphones,Fashion,1,54826,ten,,Credit Card,Chennai,Completed
O01141,22/03/2025,C0160,P204,Nike Shoes,Electronic,-1,35314,,,UPI, ,Completed
O01142,01-02-2025,C0424,P208,Refrigerator,Electronics,-1,36902,ten,,,Chennai,completed
O01143,23/01/2025,C0352,P203,Sony Headphones,Fashon,2,abc,0,,UPI, ,Cancelled
O01144,2025/02/23,C0866,P203,Sony Headphones,electronics,2,42028,10%,,Debit Card,Jaipur,Returned
O01145,29-01-2025,C0520,P202,Samsung TV,Fashon,1,abc,ten,,,Delhi,Cancelled
O01146,2025/03/31,C0576,P208,Refrigerator,Home & Living,-1,abc,0.1,,Credit Card,Jaipur,completed
O01147,2025-03-15,C0799,,Refrigerator,Home & Living,-1,7832,0.1,,UPI,Jaipur,completed
O01148,20/02/2025,C0480,P203,Sony Headphones,Electronic,1,55061,,,UPI,Kolkata,Cancelled
O01149,26/03/2025,C0075,P209,Office Chair,Fashion,1,abc,0.1,,,Chennai,Cancelled
O01150,24-03-2025,C0501,P210,Air Conditioner,Home & Living,3,46384,10%,,Credit Card,Mumbai,Completed
O01151,09/03/2025,C0491,P204,Nike Shoes,Home & Living,-1,60775,0.05,,Cash,Jaipur,Completed
O01152,21-01-2025,C0106,P203,Sony Headphones,Fashon,3,abc,,,Credit Card,Pune,Returned
O01153,2025/01/22,C0980,P204,Nike Shoes,Fashon,1,67606,10%,,Cash,Chennai,completed
O01154,22/01/2025,C0819,P202,Samsung TV,electronics,1,62827,0,,UPI,Kolkata,Cancelled
O01155,09/01/2025,C0153,P203,Sony Headphones,Electronic,1,62857,0,,,Lucknow,Cancelled
O01156,31/03/2025,C0850,P202,Samsung TV,Fashion,-1,abc,10%,,UPI,Mumbai,completed
O01157,2025-01-03,C0640,P206,HP Laptop,Electronics,3,44518,,,,Mumbai,Cancelled
O01158,23-01-2025,C0706,,Office Chair,Fashion,3,17894,5%,,Credit Card,Lucknow,completed
O01159,25-03-2025,,P204,Nike Shoes,Home & Living,3,6018,,,UPI,Bangalore,Cancelled
O01160,15-03-2025,C0203,P208,Refrigerator,Home and Living,3,27831,5%,,,Mumbai,Returned
O01161,24/02/2025,C0727,P207,Microwave Oven,Home & Living,2,abc,ten,,UPI,Delhi,completed
O01162,2025-01-09,C0212,P201,iPhone 15,electronics,3,abc,0.1,,,Lucknow,Completed
O01163,2025-01-04,C0032,P209,Office Chair,Fashion,3,abc,10%,,Cash,Hyderabad,completed
O01164,2025/01/17,C0595,P207,Microwave Oven,electronics,2,68597,10%,,Credit Card, ,Returned
O01165,12-02-2025,C0631,P210,Air Conditioner,Home & Living,-1,13938,0,,Debit Card,Bangalore,completed
O01166,24/03/2025,C0677,P209,Office Chair,electronics,1,43516,5%,,Credit Card,Hyderabad,Returned
O01167,2025-01-14,C0415,P203,Sony Headphones,Electronic,3,abc,0,,UPI,Pune,Returned
O01168,06-01-2025,C0855,P203,Sony Headphones,Fashon,-1,59369,5%,,,Delhi,completed
O01169,17/03/2025,C0021,P205,Levi Jeans,Electronics,3,70946,,,UPI,Bangalore,completed
O01170,16-02-2025,C0624,P204,Nike Shoes,electronics,3,abc,,,,Jaipur,Returned
O01171,29-03-2025,C0329,P208,Refrigerator,Home and Living,-1,79588,0,,,Chennai,Completed
O01172,2025/02/26,C0726,P205,Levi Jeans,Electronics,3,abc,0.05,,Credit Card,Jaipur,Completed
O01173,2025/01/14,C0563,P210,Air Conditioner,Electronic,3,abc,0,,Credit Card,Chennai,completed
O01174,2025/01/26,C0389,P209,Office Chair,Electronics,-1,8967,10%,,Debit Card,Kolkata,completed
O01175,15-01-2025,C0008,P208,Refrigerator,Home and Living,3,52172,,,Cash, ,completed
O01176,29-01-2025,C0478,P202,Samsung TV,Fashon,3,52635,ten,,,Pune,completed
O01177,03-02-2025,C0526,P206,HP Laptop,Home & Living,-1,68178,10%,,Debit Card,Delhi,Completed
O01178,2025/02/06,C0661,P201,iPhone 15,Home & Living,-1,abc,10%,,UPI,Hyderabad,Cancelled
O01179,24-02-2025,C0113,P201,iPhone 15,electronics,-1,53820,,,UPI,Chennai,Cancelled
O01180,2025-02-20,C0788,P208,Refrigerator,Electronic,3,75454,,,UPI, ,completed
O01181,19/03/2025,C0944,P210,Air Conditioner,Fashion,3,75408,5%,,,Chennai,Returned
O01182,09-02-2025,C0338,P207,Microwave Oven,Fashion,1,abc,10%,,Debit Card,Delhi,Returned
O01183,29-03-2025,C0668,P202,Samsung TV,Home & Living,-1,abc,0,,Credit Card,Lucknow,completed
O01184,2025/03/06,C0398,P210,Air Conditioner,Electronic,2,20478,0.05,,Cash, ,Cancelled
O01185,12-01-2025,C0134,P209,Office Chair,Fashion,3,6664,0.05,,UPI,Chennai,completed
O01186,21/03/2025,C0470,P204,Nike Shoes,Electronics,3,44386,0.1,,Debit Card,Bangalore,completed
O01187,2025/02/24,C0252,P205,Levi Jeans,Home & Living,-1,64871,0.1,,UPI,Pune,Cancelled
O01188,2025-02-22,C0353,P208,Refrigerator,Fashion,1,20503,0,,UPI,Hyderabad,Cancelled
O01189,2025-01-21,C0578,P205,Levi Jeans,Home & Living,-1,52331,ten,,,Mumbai,completed
O01190,2025-02-21,C0490,P201,iPhone 15,Electronic,-1,43588,5%,,,Chennai,Completed
O01191,2025/03/30,C0374,,Microwave Oven,electronics,3,abc,10%,,UPI,Pune,Cancelled
O01192,2025/01/28,C0831,P206,HP Laptop,Fashion,3,7691,5%,,, ,Cancelled
O01193,2025-01-25,C0946,P204,Nike Shoes,Electronics,2,abc,5%,,Credit Card,Kolkata,completed
O01194,26-03-2025,C0711,P204,Nike Shoes,Fashon,-1,abc,,,Credit Card,Bangalore,completed
O01195,03/01/2025,C0154,P201,iPhone 15,Electronics,-1,abc,,,Cash,Lucknow,Completed
O01196,08-01-2025,C0940,P202,Samsung TV,electronics,3,15131,0,,,Delhi,Returned
O01197,2025-01-24,C0447,P210,Air Conditioner,Electronic,-1,22442,5%,,Debit Card, ,Completed
O01198,25-03-2025,C0759,P210,Air Conditioner,Electronic,2,abc,ten,,Credit Card,Lucknow,Completed
O01199,17-01-2025,C0164,P203,Sony Headphones,Fashion,-1,6521,10%,,UPI,Bangalore,Returned
O01200,11/03/2025,C0799,P201,iPhone 15,Electronic,3,abc,5%,,Credit Card,Jaipur,completed
O01201,2025-03-15,C0155,P203,Sony Headphones,Home & Living,1,11374,5%,,Cash,Pune,Cancelled
O01202,14/03/2025,C0141,P205,Levi Jeans,Home & Living,-1,54523,ten,,Cash,Hyderabad,Returned
O01203,28/01/2025,C0160,P205,Levi Jeans,Fashion,3,abc,5%,,Cash,Kolkata,Cancelled
O01204,03/03/2025,C0015,P208,Refrigerator,Fashion,1,abc,0.1,,Credit Card,Bangalore,Returned
O01205,08-01-2025,C0977,P203,Sony Headphones,Fashion,3,abc,10%,,Credit Card,Jaipur,Cancelled
O01206,2025-03-05,C0123,P208,Refrigerator,Electronics,1,abc,0.05,,UPI,Jaipur,Returned
O01207,24/03/2025,C0556,P209,Office Chair,Home and Living,1,27380,,,,Pune,Completed
O01208,03-02-2025,C0148,P208,Refrigerator,electronics,2,17149,ten,,UPI,Mumbai,Returned
O01209,2025/03/13,C0811,P201,iPhone 15,Electronics,1,76602,10%,,Credit Card,Lucknow,Completed
O01210,2025-01-22,C0709,P209,Office Chair,Home & Living,-1,64687,0.1,,Credit Card,Lucknow,Cancelled
O01211,2025/03/16,C0060,P205,Levi Jeans,Fashion,2,abc,10%,,Debit Card,Hyderabad,Returned
O01212,2025-03-15,C0086,P201,iPhone 15,Home and Living,3,9830,0,,Credit Card,Lucknow,Cancelled
O01213,2025/02/14,C0029,P203,Sony Headphones,Home and Living,1,49788,0.05,,Debit Card, ,completed
O01214,21/03/2025,C0034,P202,Samsung TV,Home & Living,1,abc,0.1,,UPI,Chennai,Returned
O01215,2025/01/22,C0330,P210,Air Conditioner,Home & Living,-1,abc,ten,,,Hyderabad,completed
O01216,14-02-2025,C0058,P205,Levi Jeans,Home and Living,1,abc,0,,UPI,Mumbai,completed
O01217,20/02/2025,C0245,P208,Refrigerator,Home & Living,2,abc,ten,,Cash,Delhi,Cancelled
O01218,2025-03-26,C0352,P208,Refrigerator,Fashon,1,abc,10%,,Cash,Kolkata,Completed
O01219,13/02/2025,C0282,P205,Levi Jeans,Home & Living,1,68568,0.05,,UPI,Lucknow,Cancelled
O01220,2025/01/24,C0272,P206,HP Laptop,Electronic,1,abc,0.05,,Cash, ,Completed
O01221,2025-03-30,C0100,P202,Samsung TV,Home & Living,1,abc,ten,,Cash,Kolkata,Cancelled
O01222,15/03/2025,C0611,P204,Nike Shoes,Electronics,2,11010,0.1,,Cash,Chennai,Cancelled
O01223,26/03/2025,C0710,P209,Office Chair,Fashion,1,6227,0.05,,Debit Card,Delhi,Cancelled
O01224,15/03/2025,C0872,P206,HP Laptop,Electronics,3,72650,ten,,,Bangalore,Completed
O01225,09/02/2025,,P205,Levi Jeans,Electronic,-1,abc,5%,,Cash,Mumbai,Returned
O01226,03/02/2025,C0739,P209,Office Chair,electronics,3,63185,0,,,Delhi,Cancelled
O01227,24/02/2025,C0353,P203,Sony Headphones,Fashion,2,abc,ten,,Cash,Pune,Cancelled
O01228,2025/01/31,,P206,HP Laptop,Electronic,3,abc,0,,,Chennai,Returned
O01229,31/03/2025,C0912,P201,iPhone 15,Home & Living,3,abc,0.05,,,Chennai,Cancelled
O01230,2025/02/05,C0386,P204,Nike Shoes,Electronic,1,15533,ten,,Cash,Pune,Returned
O01231,17-01-2025,C0122,P202,Samsung TV,Home and Living,3,abc,0.05,,Cash,Delhi,Returned
O01232,10-02-2025,C0344,P210,Air Conditioner,Home & Living,3,68955,ten,,Debit Card,Lucknow,Cancelled
O01233,23/01/2025,C0248,P204,Nike Shoes,Home & Living,1,abc,,,Debit Card,Hyderabad,Cancelled
O01234,14-01-2025,C0468,P206,HP Laptop,Home & Living,-1,25648,ten,,Credit Card,Lucknow,completed
O01235,2025/02/10,C0571,P208,Refrigerator,electronics,1,abc,0,,,Jaipur,Returned
O01236,2025-03-08,C0238,P206,HP Laptop,Home & Living,-1,abc,0,,,Bangalore,Cancelled
O01237,2025-03-16,C0143,P202,Samsung TV,Fashon,2,abc,5%,,UPI,Jaipur,Cancelled
O01238,2025/01/05,C0180,P209,Office Chair,Home & Living,2,abc,5%,,Debit Card,Bangalore,Returned
O01239,25/02/2025,C0094,P203,Sony Headphones,Electronic,2,21885,0.05,,Cash,Lucknow,Returned
O01240,09/03/2025,C0140,P207,Microwave Oven,Home & Living,3,abc,0.05,,Debit Card,Bangalore,Completed
O01241,04/02/2025,C0518,P208,Refrigerator,Electronics,-1,74536,ten,,Cash,Bangalore,completed
O01242,2025/02/01,C0844,P204,Nike Shoes,Home & Living,3,abc,5%,,Debit Card,Lucknow,Returned
O01243,2025/02/13,C0660,P201,iPhone 15,Electronics,1,abc,0.05,,Debit Card,Lucknow,completed
O01244,2025-02-27,C0764,P203,Sony Headphones,electronics,2,abc,ten,,Credit Card,Bangalore,Cancelled
O01245,27/02/2025,C0351,P206,HP Laptop,Electronics,3,54810,10%,,Cash,Lucknow,Completed
O01246,24/03/2025,C0369,P210,Air Conditioner,Home and Living,-1,abc,ten,,UPI,Jaipur,Completed
O01247,30-01-2025,C0305,P205,Levi Jeans,Home and Living,3,abc,,,Credit Card,Bangalore,Cancelled
O01248,2025-02-26,,P210,Air Conditioner,Electronic,3,abc,,,Debit Card, ,Cancelled
O01249,05/01/2025,C0963,P206,HP Laptop,Fashon,3,abc,0.1,,UPI,Chennai,Completed
O01250,2025-03-07,C0088,P203,Sony Headphones,Fashon,1,30542,10%,,Cash,Mumbai,Returned
O01251,2025-03-12,C0148,P209,Office Chair,Home and Living,2,abc,5%,,Credit Card,Delhi,Completed
O01252,05-02-2025,C0970,P202,Samsung TV,Electronic,3,29633,5%,,Cash,Lucknow,completed
O01253,19/03/2025,C0524,P208,Refrigerator,Home & Living,1,abc,0.1,,,Hyderabad,Cancelled
O01254,2025/03/14,C0984,P208,Refrigerator,electronics,3,abc,10%,,UPI,Chennai,Returned
O01255,2025/03/07,C0138,P210,Air Conditioner,electronics,1,59079,0.1,,Credit Card,Kolkata,completed
O01256,2025/03/26,C0640,P206,HP Laptop,Fashion,2,42018,,,,Kolkata,completed
O01257,09-01-2025,C0794,P202,Samsung TV,electronics,-1,42069,ten,,Cash,Hyderabad,Cancelled
O01258,27-03-2025,C0328,P203,Sony Headphones,Fashon,1,27805,ten,,UPI,Lucknow,completed
O01259,16-02-2025,C0027,P209,Office Chair,Home and Living,2,40345,0.05,,Debit Card,Hyderabad,Cancelled
O01260,2025-03-24,C0010,P203,Sony Headphones,Home and Living,2,58213,0.1,,Credit Card,Kolkata,Completed
O01261,2025-03-14,C0371,P203,Sony Headphones,Home and Living,3,abc,10%,,Cash, ,Cancelled
O01262,2025-02-22,C0091,P203,Sony Headphones,Electronics,2,abc,0.1,,Credit Card,Chennai,Cancelled
O01263,09-01-2025,C0759,P204,Nike Shoes,Fashon,3,abc,5%,,Cash,Bangalore,Returned
O01264,2025/01/31,C0438,P209,Office Chair,Electronics,-1,12427,5%,,Debit Card,Delhi,completed
O01265,2025-01-06,C0635,P202,Samsung TV,Fashon,2,66863,0.05,,Credit Card,Bangalore,Completed
O01266,2025/02/22,C0570,P209,Office Chair,Electronics,1,abc,,,,Mumbai,Completed
O01267,20-02-2025,C0526,P203,Sony Headphones,Electronic,1,29437,0.1,,Cash,Jaipur,Returned
O01268,25-03-2025,C0056,P205,Levi Jeans,Electronics,1,64472,0,,,Mumbai,Returned
O01269,27-01-2025,C0298,P201,iPhone 15,Electronic,3,4954,0.05,,UPI,Hyderabad,Cancelled
O01270,02/03/2025,C0441,P201,iPhone 15,Fashion,-1,abc,10%,,Cash,Pune,completed
O01271,18-02-2025,C0367,P208,Refrigerator,Electronic,2,30634,ten,,Cash,Kolkata,Completed
O01272,15/03/2025,C0096,P201,iPhone 15,Fashion,3,58605,0.05,,Cash,Lucknow,Completed
O01273,29-03-2025,C0014,P206,HP Laptop,Home and Living,3,abc,5%,,Debit Card,Chennai,Returned
O01274,2025-01-02,C0061,P201,iPhone 15,Electronics,-1,abc,10%,,UPI,Delhi,Returned
O01275,04/01/2025,C0203,P204,Nike Shoes,Fashion,2,abc,0.05,,UPI,Hyderabad,completed
O01276,01/01/2025,C0639,P203,Sony Headphones,electronics,2,abc,10%,,,Bangalore,Cancelled
O01277,15-01-2025,C0564,P206,HP Laptop,Fashon,3,abc,ten,,Cash,Delhi,completed
O01278,11-03-2025,C0942,P205,Levi Jeans,Fashion,2,abc,5%,,,Chennai,completed
O01279,31/01/2025,C0976,P204,Nike Shoes,electronics,1,abc,,,Cash,Jaipur,Cancelled
O01280,30/01/2025,C0530,P207,Microwave Oven,Fashion,-1,35832,5%,,Debit Card,Mumbai,Returned
O01281,2025-02-21,C0341,P206,HP Laptop,electronics,2,abc,5%,,Credit Card,Kolkata,Completed
O01282,2025-01-23,C0114,P205,Levi Jeans,Home & Living,3,abc,5%,,Cash,Mumbai,Completed
O01283,2025-02-19,C0425,P209,Office Chair,Electronics,-1,16500,0.1,,Credit Card,Kolkata,completed
O01284,2025/03/22,C0410,P201,iPhone 15,electronics,3,abc,,,Debit Card,Jaipur,completed
O01285,2025/01/12,C0389,P209,Office Chair,Home and Living,3,abc,5%,,UPI,Pune,Cancelled
O01286,02-01-2025,C0347,P210,Air Conditioner,Electronics,3,abc,0,,,Jaipur,completed
O01287,17/03/2025,C0156,P208,Refrigerator,Home & Living,2,abc,ten,,Credit Card,Lucknow,completed
O01288,2025/01/08,C0400,P209,Office Chair,Electronics,2,abc,,,,Chennai,Cancelled
O01289,2025-03-11,C0031,P210,Air Conditioner,Home & Living,1,abc,0,,UPI,Delhi,completed
O01290,02/03/2025,C0282,P209,Office Chair,Electronic,3,abc,0.05,,Cash, ,Cancelled
O01291,2025/01/24,C0730,P210,Air Conditioner,Fashion,3,abc,ten,,Cash, ,Cancelled
O01292,25-02-2025,C0301,P203,Sony Headphones,Electronics,1,abc,ten,,Credit Card,Mumbai,Returned
O01293,2025/03/01,C0991,P202,Samsung TV,Electronic,-1,abc,0.1,,Debit Card,Pune,Completed
O01294,21/01/2025,C0836,P207,Microwave Oven,Fashon,2,73194,ten,,Cash,Mumbai,Completed
O01295,14-01-2025,C0055,P202,Samsung TV,Home & Living,-1,abc,10%,,UPI,Lucknow,Returned
O01296,2025/03/14,C0975,P202,Samsung TV,Home and Living,2,abc,ten,,UPI,Bangalore,completed
O01297,28/01/2025,C0321,P206,HP Laptop,Fashion,2,72017,,,UPI,Jaipur,Returned
O01298,2025/02/23,C0588,P209,Office Chair,Home & Living,1,28278,0.05,,Cash,Mumbai,Completed
O01299,2025/03/28,C0350,P209,Office Chair,Electronics,2,abc,0,,Cash, ,Completed
O01300,2025/02/02,C0119,P207,Microwave Oven,Electronics,1,abc,5%,,,Kolkata,completed
O01301,08/02/2025,C0062,P210,Air Conditioner,Home and Living,-1,abc,0.05,,,Kolkata,Cancelled
O01302,13/03/2025,C0994,P203,Sony Headphones,Fashon,2,abc,0.1,,,Mumbai,completed
O01303,2025-01-12,C0349,P204,Nike Shoes,Electronic,2,44821,0.05,,Cash,Lucknow,Completed
O01304,11/03/2025,C0630,P207,Microwave Oven,Electronic,-1,54993,0.05,,,Chennai,Cancelled
O01305,27-03-2025,C0471,P202,Samsung TV,Electronics,-1,abc,ten,,Credit Card,Chennai,Returned
O01306,01/02/2025,C0010,P210,Air Conditioner,Home & Living,1,59591,ten,,,Jaipur,Returned
O01307,05-01-2025,C0770,P210,Air Conditioner,Electronic,2,22524,5%,,Cash,Lucknow,Cancelled
O01308,08/01/2025,C0554,P208,Refrigerator,electronics,-1,abc,0.1,,UPI,Jaipur,Cancelled
O01309,2025/03/28,C0453,P203,Sony Headphones,Electronic,-1,abc,0.1,,,Mumbai,Returned
O01310,06-01-2025,C0601,P205,Levi Jeans,Home and Living,-1,abc,0,,Debit Card,Delhi,completed
O01311,17/01/2025,C0448,P203,Sony Headphones,electronics,-1,30591,0.05,,Debit Card,Pune,Returned
O01312,2025-02-03,C0229,P204,Nike Shoes,Electronics,1,abc,ten,,Cash,Kolkata,Cancelled
O01313,2025/03/03,C0151,P203,Sony Headphones,Fashon,3,abc,,,Debit Card,Lucknow,Completed
O01314,27-01-2025,C0064,P206,HP Laptop,Electronic,2,abc,10%,,UPI,Bangalore,completed
O01315,18-01-2025,C0546,P206,HP Laptop,electronics,-1,21885,5%,,,Chennai,Completed
O01316,2025/03/11,C0037,P204,Nike Shoes,Electronics,2,62805,0,,Debit Card,Lucknow,Completed
O01317,16-01-2025,C0274,P204,Nike Shoes,Home & Living,2,31568,,,Credit Card,Bangalore,Cancelled
O01318,2025-02-26,C0662,P208,Refrigerator,Home & Living,1,abc,0.05,,UPI,Mumbai,Returned
O01319,22/03/2025,C0973,P207,Microwave Oven,electronics,-1,71825,,,UPI,Hyderabad,completed
O01320,21-03-2025,C0099,P206,HP Laptop,Electronic,-1,71697,5%,,Debit Card,Lucknow,completed
O01321,2025/01/27,C0664,P210,Air Conditioner,Fashon,-1,abc,10%,,Debit Card, ,Completed
O01322,2025-01-28,C0227,P210,Air Conditioner,Electronic,-1,62439,,,Credit Card, ,Cancelled
O01323,2025-01-11,C0776,,Air Conditioner,Fashion,-1,abc,ten,,Cash,Kolkata,Returned
O01324,05/03/2025,C0654,P201,iPhone 15,Home and Living,-1,60997,0.1,,, ,Returned
O01325,2025/03/09,C0253,P203,Sony Headphones,Fashion,3,12668,0.05,,Cash,Bangalore,completed
O01326,28/03/2025,C0106,P206,HP Laptop,Fashion,3,abc,0.05,,Debit Card, ,Cancelled
O01327,2025/03/14,C0630,P206,HP Laptop,Fashion,3,1946,10%,,UPI,Jaipur,Cancelled
O01328,2025-01-05,C0204,P202,Samsung TV,Electronics,-1,abc,0.05,,Debit Card,Lucknow,completed
O01329,19/02/2025,C0390,P207,Microwave Oven,Electronic,2,abc,,,Debit Card,Chennai,Cancelled
O01330,09/01/2025,C0941,,Office Chair,Electronics,-1,36114,10%,,,Mumbai,Completed
O01331,03/01/2025,C0618,P201,iPhone 15,Electronic,3,abc,5%,,Cash,Hyderabad,Cancelled
O01332,2025/02/16,C0947,P208,Refrigerator,Home and Living,2,abc,10%,,Credit Card, ,Completed
